paragraph,Index
"We propose a model that applies multi-head attention to each layer (multihead multi-layer attention, MHMLA) to fine-tune pre-trained Bidirectional Encoder Representations from Transformers (BERT) <REF>.",488
BERT is designed to learn deep bidirectional representations by jointly conditioning both the left and right contexts in all layers <REF>).,489
This baseline uses original BERT model <REF> and can be seen as surrogated version of the proposed method without multi-layer attention.,490
"Deep Neural Networks (DNNs) are able to achieve stateof-the-art performance in many cognitive applications, including computer vision <REF>, speech recognition , and natural language processing .",491
"• semantic features extracted from the pre-trained language model BERT <REF> 12 , • spatial features based on the bounding box coordinates of the semantic entity, • meta features that encode the length of the sequence.",492
The success of pretrained language models for natural language understanding <REF> has led to a race to train unprecedentedly large language models .,493
Our publicly deployed version uses both BERT <REF> and GPT-2 117M .,494
"In addition, we also augment our model with ELMo <REF> or a larger version of BERT  as the sole token representation to compare with other pre-training models.",495
"Finally, we plan to experiment with different monolingual representations from ElMo <REF>, BERT , ROBERTa , XLNet , and Ernie 2.0 , pooled representations from Flair , distilled representations from MT-DNN  or cross-language representations from XLM .",496
"First, we make use of sentence-level embeddings which leverage the pre-trained language representations from the Bidirectional Encoder Representations from Transformers (BERT) <REF>.",497
"One kind of pre-trained models is the word embeddings, such as word2vec <REF> and GloVe , or the contextualized word embeddings, such as CoVe  and .",498
"More recently, the method of pre-training language models on a large network with a large amount of unlabeled data and fine-tuning in downstream tasks has made a breakthrough in several natural language understanding tasks, such as OpenAI GPT <REF> and BERT .",499
"Following <REF>, we use WordPiece embeddings  with a 30,000 token vocabulary and denote split word pieces with ##.",500
"We use the BERT-base model <REF> with a hidden size of 768, 12 Transformer blocks  and 12 self-attention heads.",501
"Firstly, we computed feature vectors -using naive methods, and then with the use of Word2Vec <REF>.",502
"BERT <REF>, which stands for Bidirectional Encoder Representations from Transformers was developed by the Google AI language team.",503
"BERT <REF>, which stands for Bidirectional Encoder Representations from Transformers was developed by the Google AI language team.",504
"The rumour of 1,000 foreigners harvesting children's organs strikes again Based on this observation we focused on the best performing neural models for SNLI 2 as well as BERT <REF>.",505
"Transformer has become a powerful unsupervised representation of word embedding in natural language tasks, and more details about the Transformer and its application can be found in <REF>, .",506
<REF> illustrates how to perform lifecycle transitions manually for a text classification example.,507
CloudScan is a learning based invoice analysis system <REF>.,508
"In particular, our proposed model, called Convolutional Universal Text Information Extractor (CUTIE), tackles the key information extraction problem by applying convolutional deep learning model on the gridded texts, as illustrated in <REF>.",509
"Bidirectional Encoder Representations from Transformers (BERT) is a recently proposed model that is pre-trained on a huge dataset and can be fine-tuned for a specific task, including Named Entity Recognition (NER), which outperforms most of the state of the art results in several NLP tasks <REF>.",510
We compare the performance of the proposed method with two state of the art methods CloudScan <REF> and BERT for NER .,511
We compare the performance of the proposed method with two state of the art methods CloudScan <REF> and BERT for NER .,512
Proponents of machine learning claim human parity on tasks like reading comprehension <REF> and commonsense inference .,513
"ii) Encode text using BERT <REF>, the current stateof-the-art in text encoders to obtain fixed-length representations for text.",514
Transformer <REF> has achieved the state-of-the-art performance in many NLP tasks .,515
A ention mechanism have recently been successfully applied in the Natural Language Processing eld <REF>[2] .,516
There have been efforts for developing non-factoid question answering datasets <REF>.,517
"To this aim, we report the results for a wide range of retrieval models (mostly neural models) in <REF>.",518
"We introduce conditional masked language models (CMLMs), which are encoder-decoder architectures trained with a masked language model objective <REF>.",519
"Following <REF>, we replace the inputs of the tokens Y mask with a special MASK token.",520
"We follow <REF> and add a special LENGTH token to the encoder, akin to the CLS token in BERT.",521
"Hyperparameters We follow most of the standard hyperparameters for transformers in the base configuration <REF>: 6 layers per stack, 8 attention heads per layer, 512 model dimensions, 2048 hidden dimensions.",522
"One such approach for generating text from a masked language model casts BERT <REF>, a non-conditional masked language model, as a Markov random field .",523
"Recently, bidirectional LMs (biLMs) have achieved significant success in many applications of the natural language processing <REF>.",524
"To train our biSANLM, we consider the masked language modeling (MLM) objective of the BERT <REF>.",525
"To train our biSANLM, we consider the masked language modeling (MLM) objective of the BERT <REF>.",526
"To train our biSANLM, we consider the masked language modeling (MLM) objective of the BERT <REF>.",527
"We use a gelu activation <REF> rather than the standard relu, following .",528
"The past decade has seen the rise of deep neural networks (DNNs) <REF> to solve a variety of problems, including image recognition , natural-language processing , and autonomous vehicle control .",529
"We fine-tune the pre-trained end-to-end Bidirectional Encoder Representations from Transformers (BERT) model <REF>, while using the discussion's source post, target's previous post and the target post itself as inputs to determine the rumour stance of the target post.",530
"The model is first trained on the concatenation of BooksCorpus (800M words) <REF> and English Wikipedia (2,500M words) using the multi-task objective consisting of LM and machine comprehension (MC) subobjectives.",531
"Specifically, the submitted methods are mostly based on the Bottom-Up and Top-Down attention model <REF> architecture.",532
"In this paper, we focus on sentence-level generation evaluation, and introduce BERTSCORE, an evaluation metric based on pre-trained BERT contextual embeddings <REF>.",533
BERTSCORE addresses three common pitfalls in n-gram based methods <REF>.,534
"In contrast to word embeddings <REF>, contextual embeddings  Figure 1: Illustration of the computation of the recall metric R BERT .",535
"In contrast to word embeddings <REF>, contextual embeddings  Figure 1: Illustration of the computation of the recall metric R BERT .",536
Moving beyond words towards whole sentence embeddings has been more challenging for disentanglement <REF>).,537
BERT model <REF> has achieved significant improvements on a variety of NLP tasks.,538
Then the vector representation of each word position from BERT encoder is fed into two separate dense layers to predict the probabilities P s and P e <REF>.,539
Typical examples include inflating 2D convolution into 3D convolution <REF>.,540
There is a parallel research thread around learning effective representations for sentences that can capture sentence semantics <REF>.,541
There is a parallel research thread around learning effective representations for sentences that can capture sentence semantics <REF>.,542
"The best system for Subtask B was by team AUTOHOME-ORCA (Autohome Inc. and Beijing University of Posts and Telecommunications), who used BERT <REF>.",543
"BERT <REF>, the latest refinement of a series of neural models that make heavy use of pretraining , has led to impressive gains in many natural language processing tasks, ranging from sentence classification to question answering to sequence labeling.",544
"Recently, there has been a resurgence of interest in this task, the most notable of which is Dr.QA <REF>.",545
"We use the model in <REF>, but with one important difference: to allow comparison and aggregation of results from different segments, we remove the final softmax layer over different answer spans.",546
"This is further improved with contextual embeddings <REF> to 82.4, an overall improvement of close to 8 F1 points against the : Trained model's representation of nested entities, after thresholding the merge values, M (see section 2.1).",547
"Following <REF>, we added a ""CAP features"" embedding of dimension 20, denoting if each word started with a capital letter, was all capital letters, or had no capital letters.",548
These are shown in the top section of <REF>.,549
"For the NLI and RQE tasks, we use transfer learning on prevalent pre-trained models like BERT <REF> and MT-DNN .",550
Most traditional approaches to Question Entailment use bag-of-word pair classifiers <REF> using only lexical similarity.,551
"The best model for both the tasks is the ensemble of Infersent <REF>, BERT fine-tuned (last 4 layers)  and MT-DNN .",552
"To overcome this, we could extract medical entities using Metamap <REF> and mask them randomly during training so that the model learns the semantic representation even without the medical entities.",553
Transformer-XL networks <REF> bring back recurrence in the transformer models and counter the problem of fixed-length context in the Transformer.,554
) and <REF>) have applied language modeling and transfer to a variety of academic text understanding problems on the GLUE Benchmark.,555
<REF>;  propose multi-granular transfer of sentence and word representations across tasks using Universal Sentence Encoders.,556
"Recently, BERT <REF> has garnered a lot of interest for beating contemporary contextual embeddings on all the GLUE tasks.",557
"We find that a fine-tuned version of the recent large-scale language model, BERT <REF>, performs significantly better than other methods on KNOWREF, although with substantial room for improvement to match human performance.",558
"Additionally, we develop a task-specific model for KNOWREF: a discriminatively trained finetuned instance of Bidirectional Encoder Representations from Transformers (BERT) <REF>.",559
"In addition to a trained attacker, we also use a conditional language model, BERT <REF>.",560
"In addition to a trained attacker, we also use a conditional language model, BERT <REF>.",561
"Deep attention networks are becoming increasingly powerful in solving challenging tasks in various fields, including natural language processing <REF>, and computer vision .",562
"Deep attention networks are becoming increasingly powerful in solving challenging tasks in various fields, including natural language processing <REF>, and computer vision .",563
There has been great successes for transfer in the field of Computer Vision <REF>.,564
"Natural Language Sentence Matching (NLSM) aims at comparing two sentences and identifying the relationships <REF>, and serves as the core of many NLP tasks such as question answering and information retrieval .",565
"A wide variety of unsupervised learning algorithms to represent words and documents have been proposed, from the well-known bag-of-word model <REF> to the recently introduced attention-based Transformer  adapted for unsupervised pretraining .",566
"The second architecture uses the fine-tuned BERT model <REF>, with an input format of word-piece tokenization.",567
"The second architecture uses the fine-tuned BERT model <REF>, with an input format of word-piece tokenization.",568
"In addition, we augment our parser with ELMo <REF> and a larger version of BERT  (24 layers, 16 attention heads per layer, and 1024-dimensional hidden vectors) to compare with other pre-trained or ensemble models.",569
"Meanwhile, neural language models, such as fastText <REF>, , OpenAI GPT , and Bidirectional Encoder Representations from Transformers (BERT) , that encode words and sentences in fixed-length dense vectors, embeddings, have achieved impressive results on various natural language processing tasks.",570
"Meanwhile, neural language models, such as fastText <REF>, , OpenAI GPT , and Bidirectional Encoder Representations from Transformers (BERT) , that encode words and sentences in fixed-length dense vectors, embeddings, have achieved impressive results on various natural language processing tasks.",571
"Non-contextual word embeddings, such as Word2Vec <REF>, GloVe , fastText , maps each word independently on the context of the sentence where the word occur in.",572
In this paper we exploit the BERT architecture <REF> to learn instance representations.,573
"More recently, unsupervised representation-learning approaches -such as Word2Vec , Paragraph Vectors <REF>, and BERT ) -have become popular for language processing tasks.",574
"There are potentially many ways of either bag-of-words methods such as Paragraph Vectors <REF>, Simple Embedding (Arora, Liang, and Ma 2017) or even pre-trained sentence encoders such as ELMO ) and BERT  to construct e. Most recently  proposed a method to train entity embeddings; however they did not show a downstream evaluation of NED accuracy.",575
"ULMFit's main idea of efficiently fine-tuning a pre-trained a language model for down-stream tasks was brought to another level with Bidirectional Encoder Representations from Transformers (BERT) <REF>, which is also the main focus of this paper.",576
BERT <REF> is in essence a language model that consists of a set of Transformer encoders stacked on top of each other.,577
Sentiment classification is conducted by adding a dense layer after the last hidden state of the <REF> token.,578
"Increasingly complex neural networks have achieved highly competitive results for many NLP tasks <REF>, but they prevent human experts from understanding how and why a prediction is made.",579
"Currently, only a relatively small number of pretrained models such as pretrained VGG <REF>, ResNet , GoogLeNet , and BERT  are made available for reuse.",580
"Current mainstream studies have treated RC as a process of extracting an answer span from one passage <REF> or multiple passages , which is usually done by predicting the start and end positions of the answer .",581
Recent breakthroughs in transfer learning demonstrate that pre-trained language models perform well on RC with minimal modifications <REF>.,582
"In multi-task learning without task-specific layers, <REF> and  improved RC performance by learning multiple datasets from the same extractive RC setting.",583
"In recent years, extensive works <REF> have been done in learning the word or sentence representations, but most of them only use a sentence or a few sentences when learning the representation, and the document context can hardly be included in the representation.",584
"Self-supervised learning <REF> is a newly emerged paradigm, which aims to learn from the intrinsic structure of the raw data.",585
"Various methods, such as BERT <REF> and  pre-training technique, have demonstrated how models such as the Transformer can improve over RNN pre-training .",586
Distributed representations of words in the form of word embeddings <REF> and contextualized word embeddings  have led to huge performance improvement on many NLP tasks.,587
"BERT <REF>, we must be careful how such unsupervised methods perpetuate bias to downstream applications and our work forms the basis of evaluating and mitigating such bias.",588
"Although several pre-training methods have shown their superiority in NLP on tasks such as question answering <REF>, they just exploit the sentence context with homogeneous text.",589
"Recent years have witnessed the development of pre-training methods, which is a good way to make the most of unlabeled corpus in NLP field <REF>.",590
"Recent years have witnessed the development of pre-training methods, which is a good way to make the most of unlabeled corpus in NLP field <REF>.",591
"Recent years have witnessed the development of pre-training methods, which is a good way to make the most of unlabeled corpus in NLP field <REF>.",592
"We choose state-of-the-art methods for difficulty estimation <REF>, knowledge mapping  and score prediction , without any forms of pre-training.",593
Both SGNS and SVD PPMI have been shown to be adequate for exploring historical semantics <REF>.,594
"ELMo (Peters et al., 2018) and BERT <REF> can be used to generate contextualized word representations by combining internal states of different layers in neural language models.",595
"In addition, it would be interesting to explore contextualized word embeddings learned by other neural models such as BERT <REF> or OpenAI GPT models  in future work.",596
There are several ideas to condition the model on a context <REF>.,597
"While most of the Seq2Seq models are based on RNN, recently researchers have proposed frameworks based on CNN <REF> and attention mechanism .",598
(1) We extract all the descriptions for the products in the dataset and run word2vec <REF> on the description sentences to obtain the embedding for each word in the description vocabulary.,599
"Most research on generative models of dialog has built on the baseline introduced by <REF> by incorporating various forms of inductive bias  into their models, whether it be through the training procedure, the data or through the model architecture.",600
Experimental results in <REF> show that our Structured Fusion Networks (SFNs) obtain strong results when compared to both methods trained with and without the use of reinforcement learning.,601
HDSA <REF> outperforms SFN possibly due to the use of a more sophisticated Transformer model  and BERT pretraining .,602
We also experiment with the recently proposed contextualized embeddings of <REF>.,603
"We also consider a model, CNN+BERT, which makes use of the largescale pre-trained model of <REF>.",604
We also apply the model to CoQA <REF> for conversational question answering.,605
Dynamic word embeddings have been shown to improve multiple natural language processing applications <REF>.,606
"Indeed, as stated in <REF>, a baseline classifier that constantly predicts the mean score of depression provides an RMSE=5.73 and an MAE=4.74.",607
"BERT <REF> is a recently released sequence model used to achieve state-of-art results on a wide range of natural language understanding tasks, including constituency parsing  and machine translation .",608
"<REF> however proposed to ""mask out"" multiple tokens at a time and predict all of them given both all ""observed"" and ""masked out"" tokens in the sequence.",609
Our experiments demonstrate the potential of using BERT as a standalone language model rather than as a parameter initializer for transfer learning <REF>.,610
Our experiments demonstrate the potential of using BERT as a standalone language model rather than as a parameter initializer for transfer learning <REF>.,611
Our experiments are built on top of AllenNLP <REF> which uses the PyTorch deep learning framework.,612
"Early convolutional networks demonstrated groundbreaking successes in computer vision, ranging from image classification to object detection <REF>.",613
"Early convolutional networks demonstrated groundbreaking successes in computer vision, ranging from image classification to object detection <REF>.",614
"<REF> propose an attention-based method to compute different representations of the NLQ for each relation in the logical form, and evaluate their approach on LC-QuAD and QALD-7.",615
"Deep pre-training models such as ELMo , GPT <REF>, BERT  are new directions in NLP.",616
"Similarly to contextualised word representations, this offers an additional signal for the test set instances, as we obtain this through predicted auxiliary labels rather than direct encoding of the context <REF>.",617
"To ease optimization, researchers tried to reduce the number of non-linear transitions <REF>   In their approach, the encoder layers are combined just after the encoding is completed, but not during the encoding process.",618
"The goal is to select 0 ≤ k ≤ n spans of words each of which corresponding to an argument unit A = w j ...w m , 1 ≤ j, j ≤ m, m ≤ n. Following <REF>, we distinguish between PRO and CON (t should be supported/opposed, because A) arguments.",619
"Furthermore, we used the BERT 10 base (cased) model <REF> as a recent state-ofthe-art model which achieved impressive results on many tasks including sequence labeling.",620
"These approaches have, on multiple occasions, broken the state-of-the-art records (SOTAs) across the board on a range of NLP tasks and datasets <REF>  .",621
"<REF> note,  hypothesize that their respective approaches can be used with low quantities of data to give good results.",622
"Recently, the leading approach has been BERT <REF> and hence this will be the principle approach we consider here.",623
by <REF>.,624
"Finally, we will assess the robustness of both character-based <REF> and context-dependent embeddings ,  with respect to misspellings.",625
"The task of reading comprehension, where systems must understand a single passage of text well enough to answer arbitrary questions about it, has seen significant progress in the last few years, so much that the most popular datasets available for this task have been solved <REF>.",626
"we used in data construction (66.8% EM on SQuAD 1.1); (2) QANet <REF>, currently the best-performing published model on SQuAD 1.1 without data augmentation or pretraining (72.7% EM); (3) QANet + ELMo, which enhances the QANet model by concatenating pretrained ELMo representations  to the original embeddings (78.7% EM); (4) BERT , which recently achieved improvements on many NLP tasks with a novel pretraining technique (84.7% EM).",627
"BERT <REF>) is a strong pre-trained network trained on about 3.3 billion word corpus, which advances the state-of-the-art for many NLP tasks.",628
Language model pre-training <REF> is another line of self-supervised learning task.,629
Language model pre-training <REF> is another line of self-supervised learning task.,630
An illustration of how ORQA scores answer derivations is presented in <REF>.,631
Reader component The reader is a span-based variant of the reading comprehension model proposed in <REF>:,632
"Pre-trained contextualized word embeddings <REF> have become increasingly common in natural language processing (NLP), improving stateof-the-art results in many standard NLP tasks.",633
"We extract embeddings to train our models from a corpus of 42,306 Wikipedia movie plot summaries <REF>.",634
Masking out target words is a part of the BERT training objective <REF>.,635
Masking out target words is a part of the BERT training objective <REF>.,636
"We now describe the QA architecture employed in our experiments, which is borrowed from <REF>.",637
"Question and Context Encoding Recently, contextual representations from Transformer architectures <REF> trained with a language modelling objective have performed well on multiple NLP tasks , including QA.",638
"We employ a baseline model based upon <REF> and , which is a convolutional neural network (CNN) with position embeddings and a ranking loss (referred to as CRCNN in this paper).",639
This work adopts BERT <REF>) as the base model as it achieves the state-ofthe-art performance on MRC .,640
Reviews also serve as a rich resource for sentiment analysis <REF>.,641
BERT is one of the key innovations in the recent progress of contextualized representation learning <REF>.,642
"To answer RQ2, to our surprise we found that the vanilla pre-trained weights of BERT do not work well for review-based tasks, although it achieves state-of-the-art results on many other NLP tasks <REF>.",643
We use the BERT <REF> model to learn these representation functions.,644
We use the BERT <REF> model to learn these representation functions.,645
"Both of them have been very successful, with the state of the art on the SNLI and MultiNLI datasets being 90.4%, which is our baseline with BERT <REF>, and 86.7%  respectively.",646
"Both of them have been very successful, with the state of the art on the SNLI and MultiNLI datasets being 90.4%, which is our baseline with BERT <REF>, and 86.7%  respectively.",647
"However, our experiments also show that BERT <REF> performs much better than the other models in experiments between SNLI and MultiNLI.",648
"in InferSent <REF>, and HBMP .",649
Model type BiLSTM-max <REF> Sentence encoding HBMP  Sentence encoding ESIM  Cross-sentence attention KIM  Cross-sentence attention ESIM + ELMo  Pre-trained language model BERT-base  Cross-sentence attention + pre-trained language model Accuracy drops the most when a model is tested on SICK.,650
BERT <REF>.,651
"More recently, there has been a growing body of work exploring to leverage language model trained on massive corpora in both character level <REF> and token level .",652
<REF> Recent work on language modelling (LM) pretraining  has shown that task-specific architectures are not necessary in a number of NLP tasks.,653
We also show that the proposed two-step response selection training regime is more effective than directly applying offthe-shelf state-of-the-art sentence encoders <REF>.,654
"We also apply the label smoothing technique <REF>, shown to reduce overfitting by preventing a network to assign full probability to the correct training example .",655
<REF> (1) Universal Sentence Encoder of Cer et al.,656
Task-specific fine-tuning of language models (LMs) pretrained on large unsupervised corpora <REF> has taken NLP by storm.,657
"Recently, BERT, the pre-trained deep bidirectional Transformer, has shown strong performances on many language processing tasks <REF>.",658
We refer readers to the BERT and Transformer papers for their details <REF>.,659
It is suggested to use the pre-trained BERT as a fine-tuning method <REF>.,660
"It uses the last layer's ""[CLS]"" as the matching features and combines them linearly with weight w. It is the recommended way to use BERT <REF> and is first applied to MARCO passage ranking by Nogueira and Cho .",661
Recent scientific achievements in Deep Learning (DL) <REF>-  provide many opportunities for the development of novel methods for efficient cyber defense.,662
368K unlabeled PowerShell scripts and modules (*.ps1 and *.psm1 files) collected from public repositories including GitHub <REF> and PowerShellGallery 12 .,663
"For example, the ability to automatically quantify the naturalness of software has enabled new tools for autocompletion <REF>, improving code readability , and program repair .",664
We thus evaluated <REF>'s state-of-the-art BERT model using published pre-trained weights from bert base (12-layers; 110M parameters) and bert large (24-layers; 340M parameters).,665
"This is surprising, because previous attempts to generalize from the WSCR dataset to WSC273 did not achieve a major improvement <REF>.",666
"This section introduces the main LM used in our work, BERT <REF>, followed by a detailed description of WSC and its relaxed form, the Definite Pronoun Resolution problem.",667
Our work uses the pre-trained Bidirectional Encoder Representations from Transformers (BERT) LM <REF> based on the transformer architecture .,668
We approach WSC by finetuning the pre-trained BERT LM <REF> on the WSCR training set and further on a very large Winograd-like dataset that we introduce.,669
"In this work, we use the PyTorch implementation 3 of <REF> pre-trained model, BERT-large.",670
Internet scale companies generate terabytes of data every day which needs to be analyzed effectively to draw meaningful insights <REF>.,671
"In this example, the model learns to determine the classification of the current anchor, ""姬"" (we insert an additional symbol, SEP to be consistent with the training format in the work of <REF>).",672
lems <REF>.,673
A possible improvement to our work is adding pre-trained embedding such as BERT <REF> or image-grounded word embedding  to improve the semantic understanding capability of the models.,674
"In particular, BERT <REF> achieved stateof-the-art results when performing various tasks including the single-turn machine comprehension dataset SQuAD .",675
"BERT is a powerful language representation model <REF>, which is based on bidirectional Transformer encoder .",676
"Most recently, BERT <REF> was proposed as a contextualized language representation that is pre-trained on huge unlabeled datasets.",677
Traditional models usually adopt convolutional neural networks (CNN) <REF> or recurrent neural networks (RNN)  as encoders.,678
<REF> employ supervised transfer learning frameworks to pre-train a model from a source dataset.,679
"Transformer <REF> which computes a score similarly to the BiLSTM's scorer, except that each bi-LSTM layer is replaced by a either a bidirectional Transformer layer (BiTransf), or a Transformer with causal self-attention (UniTransf).",680
"Transformer <REF> which computes a score similarly to the BiLSTM's scorer, except that each bi-LSTM layer is replaced by a either a bidirectional Transformer layer (BiTransf), or a Transformer with causal self-attention (UniTransf).",681
"Transformer <REF> which computes a score similarly to the BiLSTM's scorer, except that each bi-LSTM layer is replaced by a either a bidirectional Transformer layer (BiTransf), or a Transformer with causal self-attention (UniTransf).",682
"The majority of NER systems treat the task has sequence labelling and model it using conditional random fields (CRFs) on top of hand-engineered features <REF>   : Actions and stack states when processing sentence ""Obama met Donald Trump"".",683
Test F1 Flair <REF> 93.09 BERT Large  92.80 CVT + Multi  92.60 BERT Base  92.40  92.22 Our model 92.43  Comparison with individual models.,684
Test F1 Flair <REF> 93.09 BERT Large  92.80 CVT + Multi  92.60 BERT Base  92.40  92.22 Our model 92.43  Comparison with individual models.,685
"High quality datasets <REF> have boosted research progress, resulting in a wide range of MC models .",686
<REF>.,687
<REF>.,688
Early attempts mostly leverage manually engineered features <REF>.,689
"Extractive models proposed re-cently <REF> employ hierarchical document encoders and even have neural decoders, which are complex.",690
"As the very successful applications of neural networks to a wide range of NLP tasks, the manually engineered features (for document encoding) are replaced with hierarchical LSTMs/CNNs and the sequence labeling (or classification) model is replaced with an LSTM decoder <REF>.",691
"Therefore, <REF> propose the naturally bidirectional masked language model objective (i.e., masking several words with a special token in a sentence and then predicting them).",692
"In analogy to the sentence encoder, as shown in <REF>, the document encoder is yet another Transformer but applies on the sentence level.",693
Attention Mechanism is firstly proposed and used in machine translation <REF> in natural language processing.,694
Language model pre-training has achieved strong performance in many NLP tasks <REF>.,695
Recent work <REF> has shown that the pre-trained models can encode syntactic and semantic information of language.,696
"Specifically, pre-training obtains more flat and wider optima, which indicates the pre-trained model tends to generalize better on unseen data <REF>.",697
We follow the settings and the hyperparameters suggested in <REF>.,698
"As shown in <REF>, we plot the optimization trajectory of fine-tuning on the generalization error surface.",699
"The Transformer architecture <REF> replaces RNN cells with self-attention and point-wise fully connected layers, which are highly parallelizable and thus cheaper to compute.",700
BERT is a multi-layer bidirectional Transformer encoder <REF>.,701
"For BERT related model architectures, we use WordPiece embedding <REF> to tokenize the training/validation/test split of the PTB, WT-2 and WT-103 respectively.",702
For BERT based architectures the hyperparameters of the Transformer encoder blocks and the embedding blocks are set the same as the original implementation <REF>.,703
"Though discourse marker prediction in itself is an interesting and useful task <REF>, discourse markers have often been used as a training cue in order to improve implicit relation prediction     : Accuracy of various models on linguistic probing tasks using logistic regression on SentEval.",704
<REF> proposed a more sophisticated solution to effectively stack single-turn models along the conversational flow.,705
"In order to obtain meaningful representations for the phrases we focus on, another natural next step is expanding the postprocessing pipeline and including a comparison to other adaptation methods such as counterfitting  <REF>: Evaluation: Spearman's rank correlation between predicted emotion intensity scores and annotated scores on our dataset (T) or the EmoInt dataset (EI).",706
"Semantic Similarity Augmentation Using distributed word representation (word embeddings) <REF>, one can identify semantically similar words .",707
Language Models such as that by <REF> allow the filling in of blanks in any part of a sentence.,708
"<REF> To find promising papers, we calculated the z-score for the papers in our datasets, using a time-window of ±10 days.",709
<REF> Further automatization of our methodology is necessary: we want to assign topics to ranked Arxiv papers automatically rather than manually.,710
"Despite the impressive success stories behind word representation learning <REF>, further investigations into the learnt representations have revealed several worrying issues.",711
Pre-training of language models has been shown to provide large improvements for a range of language understanding tasks <REF>.,712
Fine-tuning the pre-trained representations adjusts the language model parameters by the learning signal of the end-task <REF>.,713
"In this context, many models use fixed or learned position embeddings, combined in different ways to the input sequences to help compute translations depending on the sequence context in a differentiable manner <REF>.",714
We choose BERT <REF> as our backbone and adapt hyperparameters from the official implementation * .,715
"It is worth mentioning that while all of these are variations on a theme, the transformer architecture for language modeling has shown great potential in improving over previous designs in terms of performance on a number of tasks <REF>.",716
"There are efforts underway to develop tool-kits that utilize language models, currently GPT-2 and BERT, another transformer-based language model developed by Google <REF>, on iOS devices.",717
Our method for TDMS identification resembles some approaches used for textual entailment <REF> or natural language inference (NLI) .,718
Our method for TDMS identification resembles some approaches used for textual entailment <REF> or natural language inference (NLI) .,719
"Recently, a multi-head self-attention encoder <REF> has been shown to perform well in various NLP tasks, including NLI .",720
"Recently, a multi-head self-attention encoder <REF> has been shown to perform well in various NLP tasks, including NLI .",721
Kim purposed the attention-based classifier that can achieve multi-label emotion classification <REF>; Yang applied a sequence generation model with a novel decoder structure to solve it with correlations between labels ;  created various attention mechanisms for NLP that applied into text classification by others; There was a new module that can sheep up training ; Zhang achieved text classification with the correlation between different task data ; And  explored the influence of different semantic embedding to multi-label text classification.,722
"The convolution kernel is generally 3, and for TextCNN, the convolution is respectively <REF>.",723
"Transformer network <REF> was first introduced for neural machine translation (NMT) tasks, where the encoder and decoder side each leverages a self-attention  transformer.",724
"Following prior works on transformers <REF>, we add a residual connection to the crossmodal attention computation.",725
"Meanwhile, there have been many successes of transfer learning for NLP: models such as CoVe <REF>, ELMo , OpenAI GPT , ULMFiT , and BERT  obtain powerful representations by training large-scale language models and use them to improve performance in many sentence-level and word-level tasks.",726
Our transfer learning approach is based on the Bidirectional Encoder Representations from Transformers (BERT; <REF>.,727
Our work makes use of the recent advances in transfer learning for NLP <REF>.,728
We use a ResNet-152 network <REF> as the image encoder φ I .,729
"We have recently seen great successes in using pretrained language models as encoders for a range of difficult natural language processing tasks <REF>, often with little or no fine-tuning: Language models learn useful representations that allow them to serve as general-purpose encoders.",730
Pretrained Recurrent Language Models Pretrained or separately trained language models have largely been used in two contexts: as a feature extractor for downstream tasks and as a scoring function for a task-specific decoder <REF>.,731
IHS RD <REF> and NLANGP  are the best systems from the original challenges .,732
The Story Cloze (also referred to as ROC Stories) involves predicting the correct story ending from a set of plausible endings <REF> while the Situations with Adversarial Generations (SWAG) involves predicting the next scene based on an initial event .,733
Knowledge Transfer in NLP Natural language processing has often relied on the transfer of world-knowledge through pretrained word vectors like Word2Vec <REF> and GloVe .,734
"For the classification module of our proposed approach, we adopt the widely popular BERT model <REF> which we refer to as just BERT.",735
"For the classification module of our proposed approach, we adopt the widely popular BERT model <REF> which we refer to as just BERT.",736
"As shown in <REF>(a), our knowledge-aware response ranker consists of four major parts, i.e., the context-response representation module (Encoder), the knowledge representation module (Knowledge Encoder), the knowledge reasoning module (Knowledge Reasoner) as well as the matching module (Matcher).",737
"We applied the same architecture to Gated Recurrent Units (GRU, <REF>, Long Short Term Memory (LSTM, , and BERT .",738
We furthermore created one more variant of each multi-modal RNN by initializing a portion of their input-to-hidden weights with embeddings extracted from the Bidirectional Encoder Representations from Transformers (BERT) model <REF>.,739
"The best results were achieved using the BERT Large model (bidirectional Transformer, 24 layers, 1024dims, 16 attention heads: <REF>.",740
"U can be thought of as ""transposed embeddings"", an idea that has also been exploited to introduce further regularization into the neural language model learning process <REF>.",741
We implemented a system similar to <REF>'s BiLSTM but with some key differences.,742
"For the word embeddings model, we experimented with BERT <REF> as in our main results, with ELMo , and with GloVe , the same pre-trained word embeddings used by .",743
We use the Stanford Natural Language Inference (SNLI) corpus <REF> and treat the task as a three-way classification task.,744
"To generate sentiment-preserved fake reviews, we use a pre-trained GPT-2 NLM <REF>, which is able to generate length variable, fluent, meaningful sentences, to generate reviews and then use a fine-tuned text classifier based on BERT  to filter out undesired-sentiment reviews.",745
"In this step, the attacker determines whether x has the same sentiment as x by using the BERT text classifier <REF>, which is similar to the GPT-2 in that it is also based on the transformer, but it further takes into account bidirectional context information.",746
It has been shown that fine-tuning using labeled data after initializing the model with pre-trained parameters improves accuracy for downstream tasks <REF>.,747
"ELMo and BERT <REF>) improve neural models with improved representations, while our framework augments the graph using first-order logic.",748
